              공식 어제   부동산R114 공식블로그      빅데이터를 활용하면 부동산 투자가 쉬워진다 - 부동산R114    이런 데이터를 통해 입주 물량이 많은 기간을 피해 전월세 기간을 조정할 수 있습니다. ④ 지인 빅데이터 지인 빅데이터에서는 지역 시장 강도를 비롯해 거래량, 전출입...          
              2022.05.31.   Happy      빅데이터분석기사 실기 준비를 위한 학습루틴    안녕하세요, 오늘은 제가 도전한 빅데이터분석기사에 대한 정보를 많은 분과... 빅데이터를 이해하고 이를 분석, 수집, 저장 등의 시각화를 수행하는 실무자 역할을 하는...       10   
              3일 전   비비디 바비디 부      빅데이터 분석가 : 비전공자 가이드 라인    컴퓨터 공학적 지식 빅데이터분야는 결국 데이터를 다루는 직업군 입니다. 현재 많은 양의 데이터는 CS라 불리는 컴퓨터사이언스, 즉 컴퓨터 공학기술로 관리되고...       8   
              2021.12.01.   부동산 성공 투자의 미래      2022년 부동산 전망! 빅데이터 전문가 삼토시의 분석    바로 빅데이터 전문가인 삼토시님인데요. 그동안 김제경 소장은 정책과 세금으로 부동산 전망을 해왔습니다. 이번엔 빅데이터라는 조금은 다른 시각을 통해 앞으로의...       8   
              3일 전   MY 지식@      빅데이터 자격증 준비 노하우와 활용 과정    정의, 빅 데이터 필요성, 구성과 범위, 데이터 활용의 의미, R 프로그래밍 기본과 같이 빅데이터자격증 학습할 때 기본적인 것들을 배우기 시작합니다 처음에는 따라가기...       10   
              공식 2022.06.14.   <공감> 공식 블로그      '휴먼 빅데이터' 활용한... 한국인 인체치수 데이터 모으는...     한국인 인체치수 데이터 모아 미래산업 위한 협력체계 구축 ‘휴먼 빅데이터’ 지원 사이즈코리아센터 가보니 김선영 사이즈코리아센터장이 3차원(3D) 전신 스캐너...       9   
              2022.03.04.   오토캠핑매니아      빅데이터관련주 몇종목 찾아 봤어요    더존비즈온은 빅데이터 유통 플랫폼을 통해 200여종의 데이터를 개방는 등 여러 서비스를 기업에 제공하고 있습니다. © chrisliverani, 출처 Unsplash 마지막으로...       9   
              2022.04.12.   주들의 그리 대단하진 않지만 굉장한 이야기      빅데이터란 : 활용 방식과 취업에 대한 견해    #빅데이터란 빅데이터란 말 그대로 방대한 양의 데이터를 의미하는 단어입니다. 10여 년 전만 하더라도 빅데이터에 대한 기술적인 가치는 거의 없었으나 현재에는...       10   
              2022.04.07.   꿀팁, 안선생      빅데이터 기반 주식투자 앱, 투자의 달인 소개 (ft. 투달)    오늘은 최근에 알게 된 빅데이터, AI기반 주식투자 앱인 <투자의 달인>을 간략히 소개해 드리도록 하겠습니다. 투자의 달인은 퀀트, 빅데이터, AI를 기반으로 DATA를...       27   
              2022.05.06.   럭키돼지 : 살아남은 자는 강하다!      [서평] 빅데이터 부동산 투자 2022~2023 대전망(김기원...     그러나 아파트 투자가 어디 항상 데이터대로 움직이던가. 그래도 우리나라에서 빅데이터를 가장 잘 다루는 분들의 책이고, 지금까지 계속 적중한 편이라고 하니 믿고...       5   
              2021.12.04.   Jay의 IT Security 블로그      빅데이터 분석기사 실기 시험 후기 (feat. 시험 결과)    하지만 빅데이터 분석 분야를 이제 막 시작하는 사람이라면, 데이터를 머신러닝 기법에 적용할 때 대강 어떤 방식으로 흘러가는지 알아야 공부할 때 방향성을 잃지...       2   
              공식 2일 전   고용노동부 공식 블로그      고용노동부, 직업계고의 반도체, 인공지능(AI), 빅데이터...     〔붙임 2 참고〕 고용노동부는 지난 2018년부터 사물인터넷, 빅데이터 등 5개... 〔붙임 3및 4 참고〕 * 주요선정 신기술 훈련분야: AR/VR, AI/빅데이터/SW, 스마트제조...       2   
              공식 2022.05.16.   국민권익위원회      찌릿찌릿~♬ 빅데이터로 보는 국민의 소리! 5월 민원예보...     빅데이터로 보는 국민의 소리 국민권익위원회가 우리나라 모은 민원을 빅데이터로 분석해 전해드리는 ‘월간’ 빅데이터로 보는 국민의 소리 시간입니다. 이번...       13   
              2022.05.26.   스펙을 뛰어넘는 자소서      대한민국 수출입현황 이해하기 (ft.코트라 무역투자빅데이터)    출처: 코트라 무역투자빅데이터 http://www.kotra.or.kr/bigdata/visualization/korea#search/CN... 출처: 코트라 무역투자빅데이터 대중국 수출품목을 살펴보면 1/4가 반도체다. 3...       4   
              2022.06.16.   내친구보거스의 투자생각      [나이스디앤비] 나이스디앤알의 빅데이터플랫폼 사업.    이번 공모전은 SK텔레콤의 'True Innovation'과 MBN의 '빅데이터 및 AI자문단', 국내 최대 유통·소비 관련 빅데이터를 거래하는 'KDX한국데이터거래소'가 함께하는...       6   
              2022.03.21.   비비디 바비디 부      빅데이터대학원 : 실무역량 및 진학준비방법    서강대학교 AI 빅데이터 MBA - 총 1년 16주 과정 토요일만 오프라인 수업 - 비즈니스와 결합한 빅데이터를 다룸 빅데이터는 데이터에 대한 지식 뿐만 아니라 산업에 대한...       8   
              7일 전   좀 더 넓은 세상의 삶으로 GOGO      [한국교육검정원] 빅데이터 전문가1급✍ 자격증 취득 후기❕    빅데이터의 새로운 특성(4V) -정확성(Veracity) 거대 데이터는 신뢰성이 부족할수 있음, 수집한 데이터의 다양한 품질에 대처하는 방법론 -가치(Value) 트렌드,감정...       17   
              공식 2021.12.11.   새농이의 농림축산식품 이야기      농업보조금 지급 자격 검증은 농정 빅데이터 플랫폼으로!    ‘농정 빅데이터 플랫폼’은 19개의 기관에 분산되어 있던 64종, 11억개의 자료를 연계하고 통합하였으며, 데이터의 자동적인 분석이 가능하도록 했습니다. 이를 통해...       3   
              2022.05.31.   소소늘보 지식복리 공간 :)      청년취업사관학교 빅데이터 분석가 되어볼까    데이터분석 과정에서는 빅데이터 추출 및 가공을 위한 SQL, 분석을 위한 파이썬 프로그래밍과 Python 라이브러리, 웹크롤링, Git 등을 배운다. 시각화 과정에서는 기초...       8   
              공식 2022.06.16.   대한민국 인사혁신처      공무원 교육, 빅데이터 기반 맞춤형 자기주도 학습으로    빅데이터를 기반으로 맞춤형 학습콘텐츠를 제공하는 지능형 인재개발 플랫폼... 등 데이터에 기반한 정책 수립을 지원합니다. 공급자에게는 콘텐츠 선호도와 학습 유형...          
              공식 2022.05.17.   영진닷컴 공식 블로그      빅데이터분석기사(빅분기) 실기 응시 가이드    이기적 수험서입니다♀️ 지난 4월 제4회 빅데이터분석기사 필기 시험이... 불일치, 데이터 사이즈 불일치, 파일명 불일치 등으로 평가지표가 산출되지 않은 경우...       6   
              2022.04.26.   반짝반짝 세별들의 소확행      빅데이터분석기사 빠른합격의 방법은?    처리 빅데이터 분석 및 시각화를 수행하는 실무자인데 정형/비정형 대용량 데이터를 구축하며 탐색, 분석하고 시각화를 수행하는 일을 맡아요. 빅데이터분석기사...       10   
              공식 21시간 전   금천구청      (청년여성)빅데이터 활용 서비스 기획자 교육생 모집    (월~금 09:30-13:30) ○ 교육내용 데이터 수집 및 분석(파이썬, 웹크롤링), 빅데이터 디자인, 시각화(Power BI, 인포그래픽), 데이터 분석 기획서 등 * 프로젝트 수행...       2   
              2일 전   it공부방✨      빅데이터대학원진학 준비를 위한 면접 리스트!    세워 빅데이터대학원진학을 준비하는데요. 가장 기본적인 세 가지는 파이썬, R프로그래밍, SQL에 대한 역량입니다. 데이터베이스와 관련하여 교육을 받는 사람이라면...       13   
              2022.04.26.   호박공주맘의 시시콜콜      빅데이터학원 비전공자가 배우고 있는 후기입니다    사실 빅데이터학원하면 제일 잘 배워둬야 하는 것이 데이터 분석 과정이잖아요? 통계, 분류, 군집, 연관까지 다양한 분석 방법을 익힐 수 있기 때문에 여러 환경...       11동영상   
              공식 3일 전   국민권익위원회      [영상] 빅데이터로 보는 국민의 소리 '장마예보 발령합니다'    빅데이터로 보는 국민의 소리 국민권익위원회가 우리나라 모든 민원을 빅데이터로 분석해 전해드리는 '빅데이터로 보는 국민의 소리' 시간입니다. 자세한 소식...       7   
              7일 전   경북산업직업전문학교      대구 AI학원 빅데이터 인공지능 결합교육까지    말 그대로 해석해 보자면 다양한 데이터를 수집하여 수집한 데이터를 기반으로 가치를 가진 데이터를 집합하여 '빅데이터'를 구성하는 것을 이야기합니다. IT 기술의...       동영상   
              공식 2022.05.12.   한국농수산식품유통공사 이야기      농사보다 힘든 출하를 돕는 AI·빅데이터 출하반장 서비스    농사보다 힘든 출하를 돕는 AI·빅데이터 출하반장 서비스 힘들게 지은 농산물을... 유통비용을 데이터에 기반해 산출함으로써 출하시장별 경락가격을 비교·제공하는...       6   
              2021.12.31.   순돌아범      빅데이터와 인공지능 : 세상을 바꾸는 기술 이야기    이정문 화백은 아이디어가 떠오를 때마다 메모하는 습관으로 데이터를 수집하여 나름의 빅데이터를 통해 미래를 예견하였습니다. 앞으로 다가올 미래 생활을...       11   
              2022.06.14.   국국이네      데이터 베이스 사이언스 및 마이닝 빅데이터 분석 전문가 되려면    데이터 베이스와 사이언스 그리고 마이닝을 한다는 것은 무슨의미인지 그리고 빅데이터 분석전문가가 되면면 어떻게 해야 하는지 알아보겠습니다. 이번 기회를 통해...       9   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 어제   부동산R114 공식블로그      빅데이터를 활용하면 부동산 투자가 쉬워진다 - 부동산R114    이런 데이터를 통해 입주 물량이 많은 기간을 피해 전월세 기간을 조정할 수 있습니다. ④ 지인 빅데이터 지인 빅데이터에서는 지역 시장 강도를 비롯해 거래량, 전출입...          
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.05.31.   Happy      빅데이터분석기사 실기 준비를 위한 학습루틴    안녕하세요, 오늘은 제가 도전한 빅데이터분석기사에 대한 정보를 많은 분과... 빅데이터를 이해하고 이를 분석, 수집, 저장 등의 시각화를 수행하는 실무자 역할을 하는...       10   
     문서 저장하기  Keep에 저장 Keep 바로가기          3일 전   비비디 바비디 부      빅데이터 분석가 : 비전공자 가이드 라인    컴퓨터 공학적 지식 빅데이터분야는 결국 데이터를 다루는 직업군 입니다. 현재 많은 양의 데이터는 CS라 불리는 컴퓨터사이언스, 즉 컴퓨터 공학기술로 관리되고...       8   
     문서 저장하기  Keep에 저장 Keep 바로가기          2021.12.01.   부동산 성공 투자의 미래      2022년 부동산 전망! 빅데이터 전문가 삼토시의 분석    바로 빅데이터 전문가인 삼토시님인데요. 그동안 김제경 소장은 정책과 세금으로 부동산 전망을 해왔습니다. 이번엔 빅데이터라는 조금은 다른 시각을 통해 앞으로의...       8   
     문서 저장하기  Keep에 저장 Keep 바로가기          3일 전   MY 지식@      빅데이터 자격증 준비 노하우와 활용 과정    정의, 빅 데이터 필요성, 구성과 범위, 데이터 활용의 의미, R 프로그래밍 기본과 같이 빅데이터자격증 학습할 때 기본적인 것들을 배우기 시작합니다 처음에는 따라가기...       10   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2022.06.14.   <공감> 공식 블로그      '휴먼 빅데이터' 활용한... 한국인 인체치수 데이터 모으는...     한국인 인체치수 데이터 모아 미래산업 위한 협력체계 구축 ‘휴먼 빅데이터’ 지원 사이즈코리아센터 가보니 김선영 사이즈코리아센터장이 3차원(3D) 전신 스캐너...       9   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.03.04.   오토캠핑매니아      빅데이터관련주 몇종목 찾아 봤어요    더존비즈온은 빅데이터 유통 플랫폼을 통해 200여종의 데이터를 개방는 등 여러 서비스를 기업에 제공하고 있습니다. © chrisliverani, 출처 Unsplash 마지막으로...       9   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.04.12.   주들의 그리 대단하진 않지만 굉장한 이야기      빅데이터란 : 활용 방식과 취업에 대한 견해    #빅데이터란 빅데이터란 말 그대로 방대한 양의 데이터를 의미하는 단어입니다. 10여 년 전만 하더라도 빅데이터에 대한 기술적인 가치는 거의 없었으나 현재에는...       10   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.04.07.   꿀팁, 안선생      빅데이터 기반 주식투자 앱, 투자의 달인 소개 (ft. 투달)    오늘은 최근에 알게 된 빅데이터, AI기반 주식투자 앱인 <투자의 달인>을 간략히 소개해 드리도록 하겠습니다. 투자의 달인은 퀀트, 빅데이터, AI를 기반으로 DATA를...       27   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.05.06.   럭키돼지 : 살아남은 자는 강하다!      [서평] 빅데이터 부동산 투자 2022~2023 대전망(김기원...     그러나 아파트 투자가 어디 항상 데이터대로 움직이던가. 그래도 우리나라에서 빅데이터를 가장 잘 다루는 분들의 책이고, 지금까지 계속 적중한 편이라고 하니 믿고...       5   
     문서 저장하기  Keep에 저장 Keep 바로가기          2021.12.04.   Jay의 IT Security 블로그      빅데이터 분석기사 실기 시험 후기 (feat. 시험 결과)    하지만 빅데이터 분석 분야를 이제 막 시작하는 사람이라면, 데이터를 머신러닝 기법에 적용할 때 대강 어떤 방식으로 흘러가는지 알아야 공부할 때 방향성을 잃지...       2   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2일 전   고용노동부 공식 블로그      고용노동부, 직업계고의 반도체, 인공지능(AI), 빅데이터...     〔붙임 2 참고〕 고용노동부는 지난 2018년부터 사물인터넷, 빅데이터 등 5개... 〔붙임 3및 4 참고〕 * 주요선정 신기술 훈련분야: AR/VR, AI/빅데이터/SW, 스마트제조...       2   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2022.05.16.   국민권익위원회      찌릿찌릿~♬ 빅데이터로 보는 국민의 소리! 5월 민원예보...     빅데이터로 보는 국민의 소리 국민권익위원회가 우리나라 모은 민원을 빅데이터로 분석해 전해드리는 ‘월간’ 빅데이터로 보는 국민의 소리 시간입니다. 이번...       13   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.05.26.   스펙을 뛰어넘는 자소서      대한민국 수출입현황 이해하기 (ft.코트라 무역투자빅데이터)    출처: 코트라 무역투자빅데이터 http://www.kotra.or.kr/bigdata/visualization/korea#search/CN... 출처: 코트라 무역투자빅데이터 대중국 수출품목을 살펴보면 1/4가 반도체다. 3...       4   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.06.16.   내친구보거스의 투자생각      [나이스디앤비] 나이스디앤알의 빅데이터플랫폼 사업.    이번 공모전은 SK텔레콤의 'True Innovation'과 MBN의 '빅데이터 및 AI자문단', 국내 최대 유통·소비 관련 빅데이터를 거래하는 'KDX한국데이터거래소'가 함께하는...       6   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.03.21.   비비디 바비디 부      빅데이터대학원 : 실무역량 및 진학준비방법    서강대학교 AI 빅데이터 MBA - 총 1년 16주 과정 토요일만 오프라인 수업 - 비즈니스와 결합한 빅데이터를 다룸 빅데이터는 데이터에 대한 지식 뿐만 아니라 산업에 대한...       8   
     문서 저장하기  Keep에 저장 Keep 바로가기          7일 전   좀 더 넓은 세상의 삶으로 GOGO      [한국교육검정원] 빅데이터 전문가1급✍ 자격증 취득 후기❕    빅데이터의 새로운 특성(4V) -정확성(Veracity) 거대 데이터는 신뢰성이 부족할수 있음, 수집한 데이터의 다양한 품질에 대처하는 방법론 -가치(Value) 트렌드,감정...       17   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2021.12.11.   새농이의 농림축산식품 이야기      농업보조금 지급 자격 검증은 농정 빅데이터 플랫폼으로!    ‘농정 빅데이터 플랫폼’은 19개의 기관에 분산되어 있던 64종, 11억개의 자료를 연계하고 통합하였으며, 데이터의 자동적인 분석이 가능하도록 했습니다. 이를 통해...       3   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.05.31.   소소늘보 지식복리 공간 :)      청년취업사관학교 빅데이터 분석가 되어볼까    데이터분석 과정에서는 빅데이터 추출 및 가공을 위한 SQL, 분석을 위한 파이썬 프로그래밍과 Python 라이브러리, 웹크롤링, Git 등을 배운다. 시각화 과정에서는 기초...       8   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2022.06.16.   대한민국 인사혁신처      공무원 교육, 빅데이터 기반 맞춤형 자기주도 학습으로    빅데이터를 기반으로 맞춤형 학습콘텐츠를 제공하는 지능형 인재개발 플랫폼... 등 데이터에 기반한 정책 수립을 지원합니다. 공급자에게는 콘텐츠 선호도와 학습 유형...          
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 2022.05.17.   영진닷컴 공식 블로그      빅데이터분석기사(빅분기) 실기 응시 가이드    이기적 수험서입니다♀️ 지난 4월 제4회 빅데이터분석기사 필기 시험이... 불일치, 데이터 사이즈 불일치, 파일명 불일치 등으로 평가지표가 산출되지 않은 경우...       6   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.04.26.   반짝반짝 세별들의 소확행      빅데이터분석기사 빠른합격의 방법은?    처리 빅데이터 분석 및 시각화를 수행하는 실무자인데 정형/비정형 대용량 데이터를 구축하며 탐색, 분석하고 시각화를 수행하는 일을 맡아요. 빅데이터분석기사...       10   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 21시간 전   금천구청      (청년여성)빅데이터 활용 서비스 기획자 교육생 모집    (월~금 09:30-13:30) ○ 교육내용 데이터 수집 및 분석(파이썬, 웹크롤링), 빅데이터 디자인, 시각화(Power BI, 인포그래픽), 데이터 분석 기획서 등 * 프로젝트 수행...       2   
     문서 저장하기  Keep에 저장 Keep 바로가기          2일 전   it공부방✨      빅데이터대학원진학 준비를 위한 면접 리스트!    세워 빅데이터대학원진학을 준비하는데요. 가장 기본적인 세 가지는 파이썬, R프로그래밍, SQL에 대한 역량입니다. 데이터베이스와 관련하여 교육을 받는 사람이라면...       13   
     문서 저장하기  Keep에 저장 Keep 바로가기          2022.04.26.   호박공주맘의 시시콜콜      빅데이터학원 비전공자가 배우고 있는 후기입니다    사실 빅데이터학원하면 제일 잘 배워둬야 하는 것이 데이터 분석 과정이잖아요? 통계, 분류, 군집, 연관까지 다양한 분석 방법을 익힐 수 있기 때문에 여러 환경...       11동영상   
     문서 저장하기  Keep에 저장 Keep 바로가기          공식 3일 전   국민권익위원회      [영상] 빅데이터로 보는 국민의 소리 '장마예보 발령합니다'    빅데이터로 보는 국민의 소리 국민권익위원회가 우리나라 모든 민원을 빅데이터로 분석해 전해드리는 '빅데이터로 보는 국민의 소리' 시간입니다. 자세한 소식...       7   
     문서 저장하기  Keep에 저장 Keep 바로가기          7일 전   경북산업직업전문학교      대구 AI학원 빅데이터 인공지능 결합교육까지    말 그대로 해석해 보자면 다양한 데이터를 수집하여 수집한 데이터를 기반으로 가치를 가진 데이터를 집합하여 '빅데이터'를 구성하는 것을 이야기합니다. IT 기술의...       동영상   
